id,xval,yval
207,707,0.3528362806258365
208,664,0.3934023434579148
209,327,0.7514616909904319
210,409,0.3552023188408374
211,744,0.09991010519164256
212,880,0.3993348014388802
213,690,0.2042347091541883
214,382,0.172710537360364
215,242,0.6818993535466495
216,83,0.976141938643111
217,205,0.10272720872723073
218,783,0.7040531946022822
219,758,0.3029923207285402
220,235,0.0010613663330062417
221,710,0.1284676690306129
222,390,0.6344865414722372
223,702,0.5902558998499925
224,526,0.15143823526768563
225,82,0.2990174782605698
226,53,0.8121644812486243
227,848,0.125471921399525
228,508,0.9671023952111876
229,932,0.9422094145148787
230,152,0.7810925014960559
231,322,0.3205726981039031
232,404,0.03215975844873209
233,804,0.3485599461036345
234,168,0.08748195547315796
235,37,0.5621002459764735
236,996,0.10672950146912663
237,67,0.24992143842140202
238,556,0.2278148787495653
239,962,0.4227823429963006
240,960,0.19020012767775796
241,150,0.22291262333849837
242,602,0.42462607867356705
243,248,0.7318568688840117
244,358,0.5945252596170818
245,257,0.810745411041638
246,968,0.6684633628871184
247,629,0.04629483731387429
248,254,0.2817397695337507
249,493,0.21730990066859301
250,988,0.29860435307282807
251,922,0.3813132588338105
252,753,0.6257145076384657
253,336,0.35410588014229105
254,112,0.27903872730254276
255,534,0.9002311460301258
256,417,0.5778435654299706
257,589,0.8586926059959712
258,760,0.6774804504745386
259,187,0.5049591694299512
260,544,0.029886629128890174
261,226,0.9813886573474105
262,497,0.9900304502442893
263,74,0.9548571146073567
264,691,0.8619641017431843
265,306,0.8776797790170262
266,146,0.8868866157373886
267,770,0.568979392941708
268,403,0.9514770135624382
269,443,0.5802651243158056
270,764,0.5802139355269653
271,227,0.6692052173393956
272,68,0.438279599820139
273,622,0.7341089723452745
274,737,0.5326525721949857
275,481,0.40028675867450425
276,509,0.023413860617210625
277,345,0.3457626910403875
278,189,0.8586882896401742
279,158,0.6845244844869182
280,41,0.2678895379790003
281,762,0.3393898704068459
282,896,0.19630605706164406
283,745,0.3946137582372776
284,735,0.7500297436256844
285,716,0.7682604726087575
286,449,0.6257509260268668
287,883,0.49435676056116884
288,195,0.33911203324396133
289,743,0.3741932621333057
290,408,0.6050637415685717
291,718,0.17434942445031654
292,473,0.6136895098382258
293,934,0.9551501831361101
294,312,0.20365151076029608
295,106,0.4802325410915552
296,488,0.6368381072450792
297,149,0.3290753488080552
298,547,0.1323936157093618
299,468,0.6123503406082682
300,810,0.27663834362079676
301,366,0.08915619401552122
302,252,0.6729522968271532
303,61,0.046100745463132586
304,429,0.45888738737817725
305,823,0.44541528214559245
306,287,0.26279423602511653
307,52,0.7010388830784045
308,715,0.15981375668833486
309,508,0.19669939232516298
310,911,0.7265884000161845
311,759,0.20655902598195164
312,994,0.10153941017474588
313,542,0.5614682095307277
314,211,0.8360353105676852
315,832,0.1406433405184503
316,413,0.4293974526151362
317,186,0.27890454181891067
318,335,0.24715787719107485
319,398,0.2933842986266758
320,890,0.9151742831413759
321,229,0.9218846719937254
322,260,0.42038280265560946
323,832,0.16095391171708096
324,102,0.7678774939117422
325,229,0.6402853459783249
326,853,0.2887296673442229
327,959,0.9020145641578127
328,368,0.9891696430902629
329,859,0.4566943717409273
330,460,0.4319381838391264
331,854,0.5696522705742261
332,258,0.5426329082491607
333,638,0.3575012108992074
334,911,0.8810353081710209
335,83,0.8945669876950436
336,295,0.9728657839068796
337,316,0.1204473563494477
338,209,0.7156918319014505
339,737,0.4003741960521524
340,111,0.19118005998914944
341,962,0.910084995084081
342,428,0.9344664564111012
343,482,0.6402296710397088
344,627,0.28878784066296803
345,309,0.28558218864933316
346,37,0.579704080756556
347,196,0.4291122394626883
348,375,0.05813138978210264
349,937,0.9770578005228496
350,117,0.5382868189613927
351,537,0.9864695910205833
352,843,0.22413906808649575
353,37,0.7037356620608614
354,860,0.9346012940001817
355,344,0.854385769986597
356,367,0.4650901675424154
357,881,0.709983285417008
358,937,0.5479847486756229
359,457,0.6634512855026428
360,776,0.7884149301741866
361,207,0.14829723078941115
362,854,0.7742147366585139
363,599,0.583315046733498
364,382,0.6437345574625973
365,874,0.20567639460833775
366,160,0.8244398693251906
367,542,0.5537232701972947
368,385,0.28911200169479667
369,144,0.4920976301700517
370,89,0.2557309582525341
371,474,0.901555842855001
372,344,0.5379966530995315
373,115,0.34842669043358454
374,265,0.20909327915590648
375,700,0.8442040777303874
376,426,0.8784765056487766
377,117,0.2559639781302503
378,483,0.2998789165957305
379,60,0.3350826453690803
380,660,0.9121868180713655
381,591,0.3757361019531109
382,389,0.5742727497616547
383,101,0.03222612085643428
384,243,0.9246076250488411
385,537,0.44159121459546424
386,330,0.034871807343302974
387,951,0.8329058910632317
388,421,0.6407637290006158
389,166,0.7429021688483278
390,584,0.07635608309112096
391,924,0.9791283567002615
392,324,0.544193537031289
393,674,0.5436762240989307
394,761,0.8237348769344016
395,916,0.2709258198502088
396,39,0.863272899539922
397,221,0.6700495782216338
398,697,0.06002403280205293
399,895,0.9292379981476506
400,296,0.9769103374737202
401,184,0.4125101466791228
402,558,0.05628277928965708
403,451,0.31239422512914594
404,958,0.8719880489032072
405,639,0.5707627359794047
406,817,0.277441277955907
407,925,0.2512281723742217
408,79,0.931787042222085
409,358,0.8787186309434917
410,765,0.3090542735301198
411,483,0.7416041078792
412,507,0.2991102657506084
413,534,0.06939707252815597
414,816,0.41112141183094986
415,26,0.6323117878018201
416,438,0.6419585705005636
417,884,0.7721390590343588
418,152,0.7438264860656795
419,862,0.4808106683092048
420,371,0.6782431222643238
421,61,0.7605139895060503
422,369,0.10480357702354026
423,479,0.9293027704282288
424,543,0.4361125516344634
425,39,0.11159577229077189
426,223,0.5172787130987643
427,13,0.13991364682948637
428,581,0.8561856078076581
429,864,0.5978536006508977
430,825,0.8765411186902934
431,175,0.5828718909623378
432,358,0.8714068779481189
433,960,0.01009156751805984
434,118,0.6896017408113899
435,678,0.6298705892384727
436,784,0.20538217375350054
437,688,0.5464653149857687
438,890,0.948920418551901
439,916,0.8736297637548464
440,450,0.4353587228686099
441,603,0.36330870129423276
442,542,0.7355347884325381
443,794,0.8870003257018292
444,79,0.9498972328971123
445,799,0.20300869147295064
446,638,0.9403767407157984
447,623,0.6486618121601577
448,339,0.522737923469375
449,981,0.8370357120940383
450,743,0.6994210514113475
451,330,0.5433291304812201
452,427,0.6328124881622739
453,406,0.6557214144744467
454,191,0.5674542166093814
455,61,0.39009217430103327
456,588,0.8017684259518919
457,212,0.1801524340223214
458,537,0.4777184641651011
459,848,0.5559325907963468
460,67,0.3929782559415498
461,923,0.6360840726375072
462,964,0.3264082516470308
463,828,0.704670290801044
464,714,0.047157974932576896
465,178,0.10327865160745675
466,940,0.023601422340880696
467,162,0.37850033205681644
468,447,0.035299493686377414
469,451,0.2107214441601427
470,997,0.12745384694373263
471,840,0.6515064100190514
472,875,0.8682834976906009
473,679,0.884956993148453
474,391,0.8155695462335013
475,999,0.39916321648176367
476,348,0.980637822611682
477,224,0.5791364008184725
478,531,0.91039428721386
479,990,0.2837698009270905
480,278,0.3157851955206773
481,598,0.13504326546359235
482,381,0.2977598518303797
483,105,0.9144397427507927
484,853,0.8839795147547538
485,982,0.0866826151527531
486,208,0.0069583604945884225
487,564,0.18401447656828562
488,725,0.580242920209008
489,482,0.31599733831596954
490,241,0.3905057404369975
491,477,0.11298545874989385
492,511,0.6431425573472909
493,924,0.49957792062222517
494,425,0.2097996827115779
495,975,0.5254051478708524
496,295,0.9889479202434424
497,391,0.9713531162330967
498,412,0.23856017475807312
499,348,0.8409852170693335
